word,count
deelte,4
slog,4
dre,4
handelsmænd,4
age,4
uhr,4
hartkorns,4
aulingen,4
nummer,4
ach,4
bøndergaardenes,4
forhadte,4
fortjene,4
markers,4
jøderne,4
berømte,4
jevne,4
bekostningerne,4
øg,4
modereret,4
vidnet,4
passende,4
forsvinde,4
skrevne,4
værdi,4
skienker,4
uadskillelig,4
fordyrer,4
høstet,4
allesteds,4
levemaaden,4
goeds,4
gevinstsyge,4
vurderes,4
strabatse,4
vante,4
fods,4
oplære,4
provinzer,4
kuldkastet,4
skielve,4
besynderligt,4
haabes,4
beqvemmelig,4
udkrævede,4
slide,4
taaleligere,4
tynd,4
tilflugt,4
lettest,4
derudover,4
forlangte,4
mødende,4
katholske,4
paakomme,4
eenfoldighed,4
lodseier,4
efterleves,4
ugers,4
umaadelig,4
tilkiendegiver,4
forkortes,4
høet,4
frøkenen,4
landsbyer,4
velfortiente,4
leyligheden,4
opføre,4
stiftere,4
leed,4
succes,4
næse,4
kam,4
negte,4
leder,4
forskaanet,4
dømte,4
qvantitet,4
50000,4
meent,4
segl,4
tilkom,4
10000,4
øvelser,4
slagtere,4
øvrighedens,4
altiid,4
krigen,4
tiere,4
kiønnets,4
dømt,4
udygtige,4
fjerde,4
indgaaet,4
militaire,4
regieres,4
excellence,4
creaturers,4
tilsige,4
lotterier,4
polen,4
veies,4
skab,4
bevendt,4
henlever,4
retfærdigheds,4
christen,4
lættere,4
adelige,4
agters,4
delen,4
grunder,4
krat,4
berømt,4
oppebære,4
taxterne,4
viger,4
kongeriger,4
piece,4
afstaae,4
herrens,4
arbeydede,4
paabyde,4
velkommen,4
anviist,4
frimodighed,4
forenes,4
hølleer,4
smukke,4
spiser,4
stedsevarende,4
beboede,4
tragter,4
fuldmægtige,4
udkrævedes,4
mulct,4
foranledige,4
falden,4
slagte,4
privilegerede,4
hiulpen,4
eadem,4
fødestaun,4
gierdsel-skov,4
størst,4
udstrakte,4
fyrster,4
imodstaae,4
matte,4
skienke,4
tour,4
lodden,4
ødelæggelser,4
vover,4
skriftlig,4
forresten,4
afsatte,4
antall,4
forordningerne,4
hørig,4
skadesløse,4
intrader,4
relation,4
utide,4
maadelige,4
persiske,4
forfadre,4
udrettet,4
ejendom,4
deling,4
drivt,4
mulige,4
afgrøde,4
overstige,4
forbindes,4
agtpaagivenhed,4
plaget,4
vender,4
forkastes,4
aule,4
befolket,4
steengjærder,4
hoveries-penge,4
forræderiske,4
brændeviinsbrænderiet,4
mahomedanske,4
kroerne,4
tiltaget,4
visseligen,4
undervise,4
erfarenheden,4
opmuntret,4
oversatte,4
afsette,4
læseren,4
opfødte,4
svække,4
brænding,4
satt,4
besat,4
øer,4
dennes,4
landgods,4
vidtløftigt,4
proprietærerne,4
reysende,4
indtaget,4
tilmaales,4
agerbrugs,4
titius,4
defension,4
borge,4
landmaaling,4
uld,4
agrene,4
kiv,4
veileder,4
eenige,4
politie,4
forledet,4
forlanges,4
gyldig,4
trykte,4
hærdede,4
overveie,4
fatter,4
tragte,4
afsted,4
skrivere,4
hvers,4
agere,4
anlægges,4
uldene,4
gaden,4
bekommes,4
efterfølger,4
qvæg-arter,4
fegter,4
svagere,4
huuses,4
ulykken,4
fortærende,4
inddeele,4
gagen,4
pauline,4
utidige,4
finanzraaden,4
ligegyldig,4
forveyen,4
foeder,4
ustridig,4
menneskekierlighed,4
fæste-bonden,4
sluttes,4
borgen,4
tienligste,4
baden,4
bemærkelse,4
undtages,4
forhvervede,4
eiendomme,4
jordbrugerne,4
forvare,4
underrette,4
eenlige,4
fød,4
dige,4
følelig,4
berigede,4
vedligeholder,4
beskæftige,4
monarken,4
excellences,4
gevinsten,4
omvexling,4
besee,4
humle-kuler,4
aabenbar,4
elendig,4
drikker,4
straffe,4
groer,4
brændte,4
anseende,4
roelige,4
giærder,4
informator,4
betlere,4
folke-mangel,4
gier,4
adel,4
helte,4
hestes,4
betaget,4
sygdoms,4
tilstrækkeligt,4
ufri,4
befriede,4
husene,4
mjød,4
mistelige,4
ut,4
efterkommer,4
beklageligt,4
tvinger,4
uomgængelig,4
udtryk,4
ødelegger,4
accordere,4
producere,4
stiele,4
ladt,4
plager,4
val,4
from,4
foeret,4
eenstemmigen,4
gierdes,4
paalidelige,4
pleier,4
koldsindighed,4
tiendetagerne,4
bevæget,4
madfader,4
igiennemgaae,4
uimodsigeligt,4
fortienester,4
skammelig,4
oplysninger,4
fordeelene,4
efterkommeren,4
formandens,4
sød,4
opvekke,4
moralske,4
tidernes,4
betragtet,4
habil,4
overveyelse,4
eftertænke,4
formands,4
fortjent,4
dristig,4
contra,4
kalv,4
stige,4
ha,4
derind,4
profiterer,4
køer,4
forestillinger,4
aarfag,4
opholds-midler,4
formindsker,4
hemmes,4
fyrstens,4
ønsket,4
tyranner,4
latterligt,4
øyemeed,4
pak,4
fornøyelige,4
tilstaaelse,4
elle,4
glemme,4
overført,4
qvadrat,4
skaane,4
ester,4
riige,4
efterrettelig,4
qvægsyge,4
kiøbet,4
snarest,4
len,4
indbragt,4
creditor,4
dyrkningsmaade,4
smuk,4
kostbart,4
fristes,4
forpagtningen,4
afslag,4
nøde,4
handthæve,4
lodseyere,4
maxime,4
sladder,4
aarvaagne,4
skeete,4
krige,4
paaske,4
selveier,4
udgangne,4
underdanighed,4
tilside,4
bebyrde,4
rimelig,4
afpassede,4
dame,4
adgang,4
spørsmaalet,4
efterladne,4
frugt-træers,4
vexel,4
udfører,4
erkyndige,4
udsætte,4
bequem,4
betroer,4
færd,4
hollandske,4
sætninger,4
forderves,4
issenkram,4
forskaffede,4
besværge,4
skarp,4
dels,4
rettest,4
fond,4
omfavne,4
næstliggende,4
utaalelige,4
uforskyldt,4
chicaner,4
fordelagtig,4
strædet,4
jordegodset,4
hjelper,4
blind,4
udgiver,4
vestindiske,4
amtmandens,4
arving,4
guldet,4
korps,4
kroen,4
fluer,4
fæe,4
universitets,4
udfløttelse,4
herhid,4
majest,4
cap,4
crepidam,4
sukker,4
høns,4
kiøbstæds,4
skiød,4
efterladt,4
misbruger,4
aqvaviter,4
læg,4
tienesten,4
kummerlig,4
sorter,4
feed,4
agerdyrkeren,4
rart,4
anbelanger,4
taxeret,4
maji,3
anprises,3
vaser,3
faarene,3
gierdsel,3
yderlige,3
tykkelsen,3
bankosedler,3
giæstebud,3
uryggelig,3
1761,3
particulair,3
forfatters,3
protokollen,3
efterfølgere,3
thronen,3
vegt,3
opskruet,3
præmier,3
smelte,3
tilvejebragt,3
kosten,3
karls,3
bryllups,3
bymænd,3
ubillighed,3
slap,3
formaliteter,3
hiulpne,3
giødes,3
behjelpelige,3
bøder,3
publike,3
overdreve,3
desangaaende,3
forudsat,3
guldmager-kunst,3
uforkrænket,3
græsgang,3
bygt,3
feile,3
tyrkerne,3
gavne,3
juris,3
lignelse,3
cabaler,3
aaers,3
stakke,3
belovede,3
tretten,3
leeg,3
ydet,3
formaaede,3
kostede,3
brudegave,3
hiemle,3
helt,3
lovgiver,3
dito,3
undergivne,3
projectmagere,3
erklære,3
ste,3
fortabelse,3
skadeligere,3
efterlades,3
qvantum,3
lettes,3
udlegge,3
neger,3
paalægge,3
udførte,3
aftæring,3
hæfter,3
tillegges,3
undskyldning,3
besvarelsen,3
tiende-yderen,3
virkningerne,3
næremiddels,3
hov-bonden,3
rudolph,3
merket,3
84,3
complet,3
forvirring,3
mandens,3
stenige,3
landmaalere,3
faderlig,3
underskrevet,3
decision,3
gifter,3
retmæssige,3
udtog,3
12te,3
forhindring,3
fyrstes,3
hiorden,3
beholdes,3
adskilligt,3
intriguer,3
grundens,3
feiltrin,3
tienestefolkes,3
øyemaal,3
afgiftsmaade,3
afgiøres,3
forstyrrede,3
eftermænd,3
dræbe,3
skikker,3
statsmænd,3
opvækker,3
ansigtes,3
uomgiængelig,3
ufrugtbare,3
passioner,3
sult,3
fæsteledige,3
forestillet,3
hov-arbeyde,3
henfalde,3
1760,3
skrivelyst,3
bekiendtgiøre,3
horn-qvæg,3
forvisses,3
qvid,3
spaaede,3
nordiske,3
jordegods-eieren,3
smigrende,3
summer,3
nedtrykkes,3
proprietairene,3
selges,3
rareste,3
stridighed,3
eichstedt,3
afpasset,3
naturligere,3
opdrager,3
friegive,3
slot,3
bøge-træer,3
ældere,3
allarm,3
exclusive,3
hugget,3
køller,3
jord-drotten,3
eege,3
dyrene,3
gemyts,3
aander,3
beringskiold,3
pile-træer,3
uhyrer,3
anslaaet,3
nedsættes,3
huusmændenes,3
mægtigste,3
inderligen,3
hjerter,3
udkaste,3
instrux,3
conservere,3
udfordrede,3
bindes,3
hauge,3
uvidende,3
forglemt,3
proprietairs,3
udeladt,3
forsagte,3
elskere,3
iværksettelse,3
henstilles,3
fremsetter,3
academier,3
friegivne,3
christ,3
lin,3
utrættelige,3
humle-hauger,3
vers,3
advarsel,3
afbrænder,3
fællesskabs,3
sognene,3
slaaet,3
punkter,3
sal,3
udvendige,3
forbedrer,3
piile,3
nødvendigere,3
øves,3
fornuftigste,3
ødelagte,3
paradox,3
foregivende,3
afskaffede,3
kastede,3
bieverk,3
spilt,3
domestiquer,3
maate,3
kraftigere,3
hurtig,3
dobbelte,3
jordslod,3
lob,3
aftrække,3
natur-læren,3
uforanderlige,3
ansigt,3
opsættelse,3
natur-riger,3
indgroede,3
berg-arter,3
spotte,3
skriger,3
lydige,3
fulgt,3
vittige,3
strenghed,3
ovæstion,3
udsuer,3
myrde,3
udaf,3
ommældte,3
kræe-syge,3
pludselig,3
forbrydelser,3
opvoxende,3
forbeholdes,3
ovenanførte,3
pung,3
dræber,3
breed,3
skoves,3
hvide,3
cortex,3
opholds,3
ertz,3
ømme,3
siderne,3
bullen,3
høje,3
ernærer,3
ubehagelig,3
varmen,3
syndfloden,3
gartner,3
eeg,3
staure,3
væxt,3
hvormange,3
jordegods-eiernes,3
ymper,3
matros,3
practiske,3
hørighed,3
beboeres,3
myntede,3
tildeelte,3
afdelingen,3
lempe,3
forfægtere,3
hvorvel,3
kjendelig,3
havtang,3
strande,3
veiret,3
skiønsom,3
paadrage,3
laplænderen,3
afmægtig,3
tyngde,3
skjeppe,3
gjæs,3
rug-sæden,3
kornavlingen,3
svækket,3
gunstig,3
situation,3
søen,3
skiødesløshed,3
endskjønt,3
byrderne,3
oprejst,3
europæiske,3
critiske,3
prætensioner,3
disputere,3
hovningspenge,3
delighed,3
blande,3
begiere,3
lættelig,3
tidsfordriv,3
forunde,3
demonstreret,3
bestrider,3
opkomme,3
havets,3
forfarenheden,3
30000,3
muntre,3
fredet,3
dorske,3
sømmelig,3
agerdyrkernes,3
perler,3
indfinde,3
nøieste,3
dyrriget,3
nøiagtig,3
bage,3
ælde,3
forstaaet,3
medfør,3
væsenets,3
tiltræde,3
foreslaaet,3
oeconomien,3
patriots,3
meddele,3
foreslaget,3
hoverie-arbeydet,3
besparelses,3
udmærke,3
determineret,3
opskaaren,3
grund-regel,3
marchere,3
hovedsagen,3
strekning,3
begavet,3
afvende,3
lodseieres,3
foed,3
dygtig,3
opsøg,3
justice-provincial-fiscaler,3
betjene,3
bataillons,3
skranker,3
articul,3
vrangvillighed,3
gotgiort,3
udveie,3
hovnings-gods,3
nærings-vey,3
grendser,3
ulighed,3
friheder,3
forundre,3
reguleres,3
forelagde,3
nedrig,3
alternatim,3
agerdyrker,3
dygtighed,3
ønskeligt,3
søndag,3
hovnings-friheden,3
nyeste,3
tilstæder,3
grundigste,3
tilstanden,3
hengaae,3
minus,3
mandskabs,3
farve-urter,3
række,3
montesquieu,3
skribent,3
indviklede,3
bevidner,3
tydsk,3
fædernelandets,3
oplevet,3
20000,3
forbrugt,3
aabnet,3
udenlandsk,3
trykket,3
tillod,3
hegnes,3
kræe,3
tuer,3
opofrer,3
vedtagne,3
udtørrer,3
udreven,3
drages,3
freds,3
botanik,3
afgik,3
cavallerie,3
voxede,3
overblevne,3
hegn,3
bortførte,3
bettelstaven,3
overskuddet,3
avner,3
udviser,3
floden,3
landkorter,3
tiende-tagere,3
tærer,3
exemplar,3
lignelseviis,3
afsats,3
løfter,3
bortgaaer,3
indkomne,3
forvaring,3
bekommer,3
oprydde,3
erindrings,3
iii,3
vedføiet,3
personlige,3
jagtens,3
land-korters,3
personel,3
ødelegge,3
uldne,3
korn-prisen,3
fierdinger,3
100000,3
høveder,3
qvæg-svagheden,3
opmun,3
efterkommet,3
ladefogden,3
afstraffes,3
regimente,3
svarelse,3
usel,3
rolig,3
røde,3
dødsfald,3
forhøyet,3
forarbeydende,3
landbruger,3
naaer,3
naboens,3
forlangt,3
selveierne,3
stundom,3
udførende,3
blæst,3
hampefrøe,3
urigtigheden,3
accorderer,3
langsomhed,3
arbejdsløn,3
tjenlige,3
vinter-forretningerne,3
troes,3
ofre,3
parte,3
formene,3
eftermiddagen,3
beviislig,3
paabudet,3
douceur,3
røst,3
bebygt,3
forelæsninger,3
fælledskabs,3
forekommet,3
uringet,3
paabudets,3
tilstød,3
potter,3
mælder,3
derne,3
døende,3
efterseet,3
eftertænkes,3
anlægget,3
undersøgelsen,3
forvirrelse,3
kuul,3
opsætsighed,3
tilføie,3
forarbeidelse,3
dag-bog,3
omgaaet,3
drengebørn,3
groveste,3
kasser,3
fornærmelige,3
erklæringer,3
berøver,3
beskrives,3
nedsettes,3
paupertatis,3
beneficium,3
hoved-sag,3
rod,3
haandværks,3
fødende,3
kiøbmændene,3
torvs,3
skytte,3
arbeydets,3
oppebie,3
9de,3
gangbare,3
menneskens,3
forfærdiget,3
dagløn,3
manufactur,3
anlegges,3
udgiften,3
bestridet,3
beskyldninger,3
grundeieren,3
drængebarn,3
indtages,3
undskyldt,3
disciplin,3
forfærdigede,3
liderligt,3
skattens,3
mester,3
opfødes,3
værkerne,3
hovnings-bønder,3
fabriqveres,3
tilførsel,3
tillæggende,3
afkortning,3
aske,3
stoer,3
medtage,3
sække,3
olie,3
ufortient,3
ter,3
kanoner,3
kobber,3
ideer,3
tilsagte,3
forlede,3
klyne,3
udtages,3
metal,3
indlukker,3
forfattes,3
overgaaende,3
tiendes,3
nødsagede,3
vink,3
fordelene,3
følg,3
opskruelser,3
negter,3
billetter,3
ukruds,3
lyksaligheder,3
herforuden,3
erkiender,3
passede,3
forplantning,3
tiltale,3
modstander,3
igientagne,3
udbringes,3
lokrig,3
foresat,3
tilstilles,3
fortæres,3
indvexles,3
vildtet,3
exponere,3
paafølgende,3
ten,3
høilig,3
149,3
forarbeide,3
vinding,3
fortienes,3
foretog,3
omdelende,3
ge,3
provincierne,3
boede,3
magazinet,3
skarpseende,3
foranstaltning,3
ole,3
feilet,3
begivenhed,3
lades,3
attraaet,3
sandeligen,3
fiskevær,3
bergenske,3
foregaae,3
indgreb,3
bestiller,3
vaar-silds,3
bergvæsenet,3
uforsigtig,3
zirater,3
slebne,3
talemaader,3
spartes,3
beregninger,3
opførte,3
theologien,3
planteriget,3
dyreriget,3
dannes,3
indenrigske,3
qvægavlingen,3
udsøgt,3
omhu,3
kraftesløs,3
undersøgte,3
foragte,3
arbeidslønnen,3
compagnie,3
elver,3
damme,3
igientages,3
salpeter-hytte,3
omkreds,3
landstrækningens,3
indførende,3
gaun,3
luger,3
vesten,3
priselig,3
behageligste,3
stats-forfatning,3
caffebønner,3
midten,3
tilkiøbt,3
omrøres,3
udludningen,3
moderlud,3
kaagningen,3
trafiquen,3
herregaarders,3
engelsmanden,3
nøje,3
krog,3
drømme,3
land-militien,3
iv,3
ufordeelagtig,3
nord,3
berømme,3
parker,3
skiære,3
salpeter-hytten,3
befugtes,3
nøyagtig,3
tegnings,3
vader,3
forige,3
opfylder,3
svagt,3
maver,3
kierne,3
indenlands,3
evindelig,3
hverve,3
ongefærlige,3
bekostningernes,3
bergværk,3
artig,3
bane,3
støv,3
adsprede,3
lander,3
segtede,3
indløb,3
fartøier,3
forefindende,3
gotbefindende,3
linnet,3
opsige,3
næstbemelte,3
ugrundet,3
deelagtige,3
forslaget,3
kiøbstæders,3
slæber,3
harves,3
sant,3
sværm,3
mundtlig,3
kiøbere,3
avlende,3
fylderie,3
ubi,3
levetid,3
laug,3
fæste-breve,3
ruget,3
fortræffelig,3
skind,3
uddeele,3
bergarts,3
anmærket,3
selskabs,3
lemmers,3
alviise,3
udraabe,3
borttaget,3
laugs,3
sørgede,3
publikum,3
ligefrem,3
lateris,3
arm,3
fratage,3
laan,3
plantager,3
contradicere,3
christensen,3
beflitte,3
pak-huuse,3
medtager,3
opfylt,3
røbe,3
tillægges,3
udvendig,3
97,3
henlegges,3
vrange,3
indeholdt,3
arbeidsløn,3
foreskrives,3
legemers,3
slutninger,3
spørg,3
tolvte,3
forpflegning,3
underligt,3
borgerskabet,3
102,3
digt,3
aager,3
forraadnelse,3
understyttelse,3
floer,3
bøndergaarders,3
lykkeligere,3
formeere,3
nyttes,3
skadeligste,3
anleedning,3
modsatte,3
staat,3
ugentlig,3
kommende,3
indhentet,3
eftergivet,3
foræring,3
stædet,3
arbeydsfolk,3
hustrue,3
ordene,3
himmelraabende,3
anvendelsen,3
drenges,3
frugt-haver,3
forarme,3
afbetale,3
færdighed,3
vedligeholdelsen,3
skidenstrædet,3
opmuntrende,3
fyrsternes,3
bedrøvelig,3
uægte,3
ypperlige,3
passelige,3
besøge,3
trolovelser,3
stederne,3
skrue,3
paatager,3
dyblærde,3
haandhævelse,3
hustruer,3
prægtig,3
ridder,3
ægteskabernes,3
folke,3
tilbuden,3
underlig,3
saz,3
hindringerne,3
erklærer,3
korteste,3
beboeren,3
indholden,3
jordene,3
ægteskab,3
taushed,3
producternes,3
ulyst,3
90,3
oprensning,3
overførte,3
kiøbsteder,3
forunderligt,3
folkeformerelsen,3
rigt,3
gaa,3
huns,3
skatternes,3
haar,3
smug-handelen,3
monopolier,3
ledighed,3
sags,3
værste,3
angaae,3
fradrages,3
forekaste,3
giftes,3
214,3
94,3
afskrevet,3
ma,3
opsætsige,3
exemplers,3
bække,3
forværres,3
ac,3
vandre,3
karles,3
ferske,3
aftiene,3
viider,3
million,3
dyden,3
opliver,3
patriotisme,3
lav,3
courant,3
giøder,3
utilladelige,3
egentligen,3
giftet,3
førhen,3
arbeids-bester,3
foreenede,3
hovnings-bonde,3
lives,3
kroppen,3
miile,3
tilgaaet,3
vie,3
opføder,3
vaarnede,3
gienstand,3
indtager,3
overlevere,3
oxen,3
fordærvelse,3
toppen,3
moderens,3
forsigtig,3
satisfaction,3
ophørte,3
tærsker,3
opfyldes,3
barns,3
greene,3
forbædring,3
friehedens,3
meklenborg,3
usunde,3
housted,3
leiligheden,3
blomstre,3
liveegenhed,3
overdaadigheder,3
hastigt,3
betydeligere,3
landers,3
menniskenes,3
mennisker,3
subsistere,3
understøtte,3
vaarnedrettigheden,3
proponeret,3
fit,3
allerskadeligste,3
cari,3
bidraget,3
cum,3
brændeviins-kiedel,3
prokurator,3
mægtigere,3
regierer,3
plages,3
huusbonden,3
korn-avling,3
efterkommerne,3
haandverksmanden,3
udspring,3
iværksætte,3
stadig,3
forsvarer,3
friheds,3
heftelses-rettens,3
bygningerne,3
retferdighed,3
vindskibelig,3
klinger,3
besindes,3
afskiæres,3
nære-kilder,3
importer,3
kuld,3
ulejlighed,3
vaarnedrettighedens,3
attraaer,3
hosbonders,3
arbeydsom,3
106,3
ophører,3
tryghed,3
springe,3
land-væsenets,3
umenneske,3
modsiger,3
alvorligen,3
modsagt,3
107,3
vanen,3
tienester,3
kjender,3
eyeres,3
ødsel,3
embeds,3
104,3
vexel-cours,3
pengemangel,3
banco-sædler,3
regleret,3
vederhæftig,3
beskikkes,3
fødderne,3
oeconomisk,3
hester,3
spaae,3
anstød,3
forholdsmæssig,3
smagens,3
1731,3
112,3
bortfalder,3
un,3
afgivter,3
embedet,3
mætte,3
trykkes,3
applicere,3
beboe,3
uordentlig,3
hinandens,3
liqueurs,3
fornemmeligen,3
lenge,3
forhielpe,3
fruentimmer,3
utilbørligt,3
hore,3
saavit,3
lommen,3
bestilling,3
klagede,3
stifte,3
recommendation,3
meriter,3
viiser,3
klædt,3
jordegodsets,3
hensee,3
capitel,3
tree,3
øiemeed,3
betieninger,3
studeret,3
fortjener,3
almindeligen,3
forlænges,3
bevidst,3
adkomster,3
tære,3
uretfærdighed,3
føl,3
henvise,3
fastere,3
visner,3
knægt,3
forhindringer,3
baner,3
søefart,3
ændre,3
befolkede,3
fortroelighed,3
straaet,3
ønskelige,3
mistede,3
tiendetageren,3
qvæg-tiende,3
bønder-gaardenes,3
steders,3
takkede,3
tilstundende,3
øen,3
langvarig,3
ankomst,3
firefold,3
forvendt,3
siellandske,3
ugudelig,3
iverksat,3
betroe,3
angenemmeste,3
tilvende,3
indbygger,3
heles,3
deelene,3
oppebørsel,3
frembragte,3
almisser,3
tiendetagere,3
antog,3
penge-gieldende,3
forlovede,3
ydermeere,3
foreenes,3
foræringer,3
varsom,3
opmaales,3
voxende,3
løgn,3
dreve,3
bekostes,3
monsør,3
io,3
adskiller,3
forderver,3
herredet,3
anlagde,3
forstaar,3
silde,3
bøn,3
stevnet,3
udlagde,3
beundringsfulde,3
kunstige,3
vidnerne,3
gryn,3
naturs,3
adskildte,3
kiøbstæder,3
foder,3
uddunstninger,3
henleve,3
oppe,3
opretning,3
prøvet,3
forenet,3
landsbye,3
skrige,3
justice,3
troels,3
fordel,3
sendte,3
forstandig,3
hiertelig,3
himmelluft,3
nul,3
forseelser,3
ynskede,3
mi,3
arbeidsomme,3
spillet,3
fornøjelse,3
bogen,3
fornøyer,3
tiligere,3
middags-mad,3
gjorte,3
tilsagt,3
søefarende,3
vedde,3
betænk,3
proposition,3
høste-tiden,3
mathed,3
hov-arbeide,3
ædelmodig,3
tidsalder,3
fulgte,3
blindt,3
dødelig,3
æg,3
arvegods,3
skiæbne,3
arbeydes,3
fremskinne,3
forgaaer,3
lodder,3
kiøns,3
sæde-og,3
hjulpet,3
trediedeel,3
lyve,3
befolke,3
tilflydende,3
betingelse,3
æde-korn,3
tvangsmidler,3
sldr,3
skyggen,3
henvises,3
ladningen,3
spør,3
frygtede,3
capitainen,3
opholdt,3
fornøyede,3
øre,3
plans,3
ubarmhiertige,3
uberettiget,3
sindelav,3
dumdristig,3
fiskerier,3
fradraget,3
strengeste,3
oprør,3
ubeleilig,3
grebe,3
hollænderiet,3
gields,3
utroelig,3
fyldestgiøre,3
udlagt,3
brudgom,3
betrygget,3
allernødvendigste,3
giore,3
forbeholdenheder,3
stikke,3
hoverie-pengene,3
spøge,3
helligste,3
fynske,3
stalde,3
laase,3
forpagtnings,3
tykkes,3
politie-opsigt,3
forbeholdne,3
forflyttes,3
lykkens,3
traver,3
taarene,3
boehave,3
kjøbt,3
mild,3
republiken,3
langsomt,3
aflagde,3
formaninger,3
opmaalte,3
huusgeraad,3
hævelse,3
rigmands,3
erobre,3
rhedi,3
partier,3
eg,3
forulykkede,3
fæsteren,3
synlige,3
menneskeligt,3
barbariske,3
pant,3
samtykker,3
tærende,3
jorders,3
brændeviins-tøy,3
misfornøyede,3
chahban,3
forpagtede,3
frelseres,3
forbruger,3
uopholdelig,3
fløtte,3
tidende,3
virkeligen,3
tvistende,3
haste,3
oplivende,3
svageste,3
forfalde,3
overføre,3
synlig,3
rothe,3
formeres,3
urørt,3
brevvexling,3
udryddede,3
malm,3
grændseløs,3
jurist,3
gottlob,3
trætter,3
børsen,3
klima,3
begiert,3
grædende,3
fælledsskabet,3
opholdssted,3
forbrudt,3
tvungne,3
contribuerende,3
fiorten,3
angivne,3
tallet,3
afveie,3
ædelmodighed,3
tabende,3
savn,3
sædemarker,3
taabelige,3
hertugdømmerne,3
tarvelighed,3
beskyldning,3
knæ,3
tilforladeligt,3
on,3
skipperne,3
meddeelt,3
11te,3
haverne,3
ords,3
fornemmelsen,3
indfæstningen,3
forbrænder,3
hesten,3
continuations,3
næsen,3
befrygtede,3
omstødes,3
bondemand,3
protestanterne,3
landmaalings,3
skræk,3
overvinde,3
forfølger,3
øver,3
tvivles,3
angriber,3
landgodser,3
true,3
maadeligt,3
tvile,3
tilstrekkelige,3
viisdoms,3
kornavling,3
betinge,3
skrider,3
strenge,3
tiente,3
hvorlænge,3
lysten,3
bemerkelse,3
bydende,3
fængsel,3
lediggang,3
gruesom,3
extraskatten,3
afskyelig,3
fæstes,3
tvivlsmaal,3
vedtægt,3
ladhed,3
overtræder,3
forefindes,3
flye,3
erlæggelse,3
byefoged,3
beskrive,3
indfalde,3
uhyre,3
"60,000",3
tvist,3
lysende,3
bestyrkelse,3
fogders,3
fandens,3
embedsmand,3
dannemarks,3
straffet,3
enfoldigheds,3
tilkiøbte,3
net,3
fortæller,3
aarfager,3
adelskiolds,3
elementariske,3
blodigel,3
forfløttelse,3
foranderlige,3
ubodelig,3
overjordiske,3
oversat,3
opløsning,3
hyæne-jagten,3
stiil,3
varet,3
upartiisk,3
bie-haver,3
etter,3
senge,3
pose,3
kundskaber,3
følelser,3
hiertes,3
importante,3
beskyttede,3
hiernespind,3
pibe,3
hævede,3
hugge,3
tilføyes,3
hue,3
beskreven,3
ædlere,3
uskikket,3
nære-midlernes,3
leveret,3
egteskaber,3
sluttede,3
fædre,3
hale,3
behageligere,3
tugthuset,3
udgiort,3
folke-mængden,3
agerland,3
maales,3
beretning,3
lagen,3
forpagterne,3
skinne,3
rhamazan,3
qvæstioner,3
kirkens,3
grund-materie,3
veilede,3
tagne,3
fordeles,3
jeppe,3
berg-arters,3
almægtige,3
forfølgelser,3
jord-arter,3
vidners,3
districtet,3
lygte,3
skoleholder,3
frievillig,3
venskab,3
forskuddet,3
reddet,3
hævet,3
foragtelig,3
qvæg-syge,3
underslæb,3
ubodelige,3
brændsel,3
forpagtnings-penge,3
flok,3
attester,3
dannelse,3
værge,3
bortfæste,3
skiul,3
forholde,3
trives,3
mindelig,3
sygt,3
tænke-maade,3
hentes,3
paaanke,3
forskiæl,3
forringelse,3
administreret,3
arbeyderne,3
barmhiertighed,3
forøvelse,3
fremstille,3
forstyrre,3
opmærksomhed,3
verge,3
snee,3
sogner,3
ungdommens,3
se,3
huusholdingers,3
skorpe,3
bierge-lønnen,3
accorderet,3
lomme,3
planten,3
kl,3
vedtagen,3
maals,3
resterende,3
hunden,3
broer,3
lars,3
turde,3
bondeplager,3
livs-tid,3
kram,3
fogeden,3
hidsig,3
basis,3
stammende,3
fødested,3
gildinger,3
afrika,3
mat,3
brevet,3
qvi,3
voxet,3
indkiøb,3
verste,3
bind,3
beviste,3
sparsom,3
samvittigheds,3
forseer,3
raabte,3
fabrikers,3
skiødesløse,3
arvingerne,3
afveiede,3
beundrer,3
trøstet,3
tilbudne,3
indlader,3
105,3
syns-forretning,3
forskjel,3
hæver,3
føles,3
3000,3
rigeste,3
strekker,3
bierges,3
taxten,3
bøndergaarder,3
laante,3
ufornuftige,3
ufornuftig,3
venedig,3
efterladte,3
sørger,3
skrabe,3
eiendoms,3
høystpriselige,3
agtsomhed,3
lovligen,3
rage,3
tilegne,3
iværksættes,3
ringes,3
lægger,3
fejl,3
opofret,3
gemeen,3
drivefiædre,3
beflittede,3
slagt,3
omringet,3
rigtigheden,3
3/4,3
yttre,3
heftige,3
affødninger,3
opdraget,3
flæng,3
tynge,3
aviser,3
ørken,3
prangere,3
stuen,3
anbringe,3
henviser,3
haure,3
invaliderne,3
cautionist,3
regentere,3
næstforanførte,3
forekomne,3
forslager,3
passere,3
propheten,3
erlægges,3
erstattede,3
land-milicens,3
bli,3
selskabets,3
tilbød,3
syne,3
uformærkt,3
iberegnet,3
nødvendigste,3
ve,3
takker,3
meeningen,3
bønder-gods,3
rusland,3
proprietaire,3
skiærer,3
uroelighed,3
9/5,3
kiøbe-summen,3
panden,3
opbygger,3
lygtemand,3
siellands,3
500,3
cæsar,3
betienterne,3
udsæden,3
læste,3
nedlagt,3
